Company,Product,Label,Country,PeakPerformance,Precision,Power,Technology,IorT,FormFactor,Updated,Notes,ReferenceURL,Reference
Intel,Mobileye EyeQ5,EyeQ5,Israel,1.20E+13,int8,5,manycore,inference,Chip,7/13/21,Expected release in March 2021,https://www.blaize.com/wp-content/uploads/2020/09/Blaize-Ignites-Edge-AI-Performance.pdf,demler2020blaize
Intel,Movidius Myriad X,MovidiusX,USA,1.00E+12,int16,2,manycore,inference,Chip,6/9/20,,https://www.extremetech.com/computing/254772-new-movidius-myriad-x-vpu-packs-custom-neural-compute-engine,hruska2017new
Intel,Xe-HPC,Intel-Xe-HPC,USA,3.60E+14,fp16,600,GPU,training,Card,6/1/23,aka Ponte Vecchio,https://www.tomshardware.com/news/intel-xe-hpc-ponte-vecchio-examined;https://www.hpcwire.com/off-the-wire/intel-unveils-details-about-sapphire-rapids-cpu-ponte-vecchio-gpu-ipu/;https://www.tomshardware.com/news/intels-ponte-vecchio-smiles-for-the-camera,shilov2021intels;intel2021intel;shilov2022intels
Intel,Flex140,Flex140,USA,1.05E+14,int8,75,GPU,inference,Card,7/31/23,,https://www.nextplatform.com/2022/10/04/different-gpu-horses-for-different-datacenter-courses/,morgan2022different
Intel,Flex170,Flex170,USA,2.56E+14,int8,150,GPU,inference,Card,7/31/23,,https://www.nextplatform.com/2022/10/04/different-gpu-horses-for-different-datacenter-courses/,morgan2022different
Intel,Nervana Lake Crest,Nervana1,USA,3.80E+13,fp32,210,manycore,training,Card,6/9/20,Hide,https://newsroom.intel.com/editorials/artificial-intelligence-requires-holistic-approach/,﻿rao2018beyond
Intel,Nervana Spring Crest,Nervana2,USA,1.20E+14,fp16,210,manycore,inference,Card,6/9/20,Hide,https://newsroom.intel.com/editorials/artificial-intelligence-requires-holistic-approach/,﻿rao2018beyond
Intel,Xeon Platinum 8180,2xXeon8180,USA,4.48E+12,fp32,205,multicore,training,Chip,6/14/20,,https://www.anandtech.com/show/14466/intel-xeon-cascade-lake-vs-nvidia-turing;http://www.cpu-world.com/CPUs/Xeon/Intel-Xeon%208180.html,degelas2019intel;cpuworld2020xeon8180
Intel,Xeon Platinum 8180,2xXeon8280,USA,3.87E+13,int8,205,multicore,inference,Chip,6/14/20,,https://www.anandtech.com/show/14466/intel-xeon-cascade-lake-vs-nvidia-turing;http://www.cpu-world.com/CPUs/Xeon/Intel-Xeon%208280.html,degelas2019intel;cpuworld2020xeon8280
Intel Habana,Gaudi,Gaudi,Israel,5.00E+13,fp16,200,tensor,training,Card,6/14/20,8 VLIW cores with MMA unit,https://habana.ai/wp-content/uploads/2019/06/Habana-Offers-Gaudi-for-AI-Training.pdf;https://doi.org/10.1109/MM.2020.2975185,gwennap2019habanagaudi;medina2020habana
Intel Habana,Goya HL-1000,Goya,Israel,1.00E+14,int8,150,tensor,inference,Card,6/14/20,8 VLIW cores with MMA unit,https://habana.ai/wp-content/uploads/2019/06/Habana-Offers-Gaudi-for-AI-Training.pdf;https://doi.org/10.1109/MM.2020.2975185;https://www.linleygroup.com/mpr/article.php?id=12103,gwennap2019habanagoya;medina2020habana;gwennap2019habanagaudi
Intel Habana,Gaudi2,Gaudi2,Israel,4.32E+14,fp16,600,tensor,inference,Card,6/22/25,,https://www.anandtech.com/show/21342/intel-introduces-gaudi-3-accelerator-going-bigger-and-aiming-higher;﻿https://www.nextplatform.com/2022/05/10/intel-pits-new-gaudi2-ai-training-engine-against-nvidia-gpus/,smith2024intel;morgan2022intel
Intel Habana,Gaudi3,Gaudi3,Israel,1.84E+15,fp16,900,tensor,inference,Card,6/22/25,,https://www.anandtech.com/show/21342/intel-introduces-gaudi-3-accelerator-going-bigger-and-aiming-higher,smith2024intel
Kalray,Coolidge,Kalray,France,3.00E+12,fp16,20,manycore,inference,Chip,5/30/20,,https://www.european-processor-initiative.eu/dissemination-material/1259/;https://www.eenewsanalog.com/news/nxp-kalray-demo-coolidge-parallel-processor-bluebox,"dupont2019kalray, clarke2020nxp"
Kalray,Coolidge,Kalray,France,1.00E+12,fp32,20,manycore,inference,Chip,5/30/20,,https://www.european-processor-initiative.eu/dissemination-material/1259/;https://www.eenewsanalog.com/news/nxp-kalray-demo-coolidge-parallel-processor-bluebox,"dupont2019kalray, clarke2020nxp"
Kalray,Coolidge,Kalray,France,2.40E+13,int8,20,manycore,inference,Chip,5/30/20,,https://www.european-processor-initiative.eu/dissemination-material/1259/;https://www.eenewsanalog.com/news/nxp-kalray-demo-coolidge-parallel-processor-bluebox,"dupont2019kalray, clarke2020nxp"
Kneron,KL520 Neural Processing Unit,KL520,USA,3.00E+11,int8,0.5,tensor,inference,Chip,6/2/20,,https://www.eetasia.com/knerons-next-gen-edge-ai-chip-gets-40m-boost/,ward2020kneron
Kneron,KL720,KL720,USA,1.40E+12,int8,1.556,tensor,inference,Chip,6/2/21,,https://www.eetimes.com/kneron-attracts-strategic-investors/,ward2021kneron
Maxim,Max 78000,Maxim,USA,5.60E+10,int8,0.028,tensor,inference,Chip,7/10/22,,﻿https://www.eetimes.com/maxim-debuts-homegrown-ai-accelerator-in-latest-ulp-soc/;﻿https://www.linleygroup.com/newsletters/newsletter_detail.php?num=6274&year=2021&tag=3;﻿https://doi.org/10.1117/12.2622390,ward2020maxim;jani2021maxim;clay2022benchmarking
MemryX,MX3,MX3,USA,5.00E+12,fp16,1.000,manycore,inference,Chip,7/4/23,,https://www.eetimes.com/adding-low-power-ai-ml-interference-to-edge-devices/,leibson2023adding
Meta/Facebook,MTIA,MTIA,USA,1.02E+14,int8,35,manycore,inference,Card,6/23/25,RISC-V cores,https://www.nextplatform.com/2023/05/18/meta-platforms-crafts-homegrown-ai-inference-chip-ai-training-next/;https://doi.org/10.1145/3579371.3589348,morgan2023meta;firoozshahian2023mtia
Meta/Facebook,MTIA2i,MTIA2i,USA,3.54E+14,int8,85,manycore,inference,Card,6/23/25,RISC-V cores,https://doi.org/10.1145/3695053.3731409;https://doi.org/10.1109/HCS61935.2024.10665192,coburn2025meta;maddury2024next
Microsoft,Brainwave,Brainwave,USA,2.00E+12,int8,150,dataflow,inference,Chip,6/13/20,,https://www.nextplatform.com/2017/08/24/drilling-microsofts-brainwave-soft-deep-leaning-chip/,morgan2017drilling
MIT,Eyeriss,Eyeriss,USA,6.72E+10,int16,0.278,dataflow,inference,Chip,6/9/20,,https://doi.org/10.1109/MM.2017.265085944;https://doi.org/10.1109/JSSC.2016.2616357;https://doi.org/10.1109/JPROC.2017.2761740,chen2018eyeriss;chen2017eyeriss;sze2017efficient
MIT,Netcast,Netcast,USA,1.00E+13,int8,0.001,dataflow,inference,Chip,5/4/22,Not truly embedded,https://arxiv.org/ftp/arxiv/papers/2203/2203.05466.pdf,sludds2022delocalized
Moore Threads,MTT S50,MTT-S50,China,2.08E+13,int8,85,GPU,inference,Chip,5/26/25,,https://www.tomshardware.com/pc-components/gpus/new-chinese-office-gpu-can-double-as-a-budget-1080p-gaming-gpu,klotz2024new
Moore Threads,MTT S2000,MTT-S2000,China,4.24E+13,int8,150,GPU,inference,Chip,5/26/25,,https://www.tomshardware.com/pc-components/gpus/new-chinese-office-gpu-can-double-as-a-budget-1080p-gaming-gpu,klotz2024new
Mythic,M1076,Mythic76,USA,2.50E+13,analog,3,analog,inference,Chip,6/30/21,,https://www.eetimes.com/mythic-resizes-its-analog-ai-chip/;https://www.nextplatform.com/2018/08/23/a-mythic-approach-to-deep-learning-inference/;https://medium.com/mythic-ai/mythic-hot-chips-2018-637dfb9e38b7,ward2021mythic;hemsoth2018mythic;fick2018mythic
Mythic,M1108,Mythic108,USA,3.50E+13,analog,4,analog,inference,Chip,6/30/21,,https://www.eetimes.com/mythic-resizes-its-analog-ai-chip/;https://www.nextplatform.com/2018/08/23/a-mythic-approach-to-deep-learning-inference/;https://medium.com/mythic-ai/mythic-hot-chips-2018-637dfb9e38b7,ward2021mythic;hemsoth2018mythic;fick2018mythic
Neuchips,Raptor,NeuChipsRaptor,Taiwan,2.00E+14,int8,55,tensor,inference,Card,6/22/25,,https://spectrum.ieee.org/neuchips-low-power-ai,smith2024neuchips
NovuMind,NovuTensor,NovuMind,USA,1.50E+13,int8,15,tensor,inference,Chip,6/13/20,,https://moorinsightsstrategy.com/wp-content/uploads/2019/05/NovuMind-An-Early-Entrant-in-AI-Silicon-By-Moor-Insights-And-Strategy.pdf;https://www.eetimes.com/novuminds-ai-chip-sparks-controversy/,freund2019novumind;yoshida2018novumind
NVIDIA,Ampere A10,A10,USA,1.25E+14,fp16,150,GPU,inference,Card,6/29/21,,https://www.nextplatform.com/2021/04/15/nvidia-rounds-out-ampere-lineup-with-two-new-accelerators/,morgan2021nvidia
NVIDIA,Ampere A100,A100,USA,3.12E+14,fp16,400,GPU,training,Card,6/9/20,,https://devblogs.nvidia.com/nvidia-ampere-architecture-in-depth/,krashinsky2020nvidia
NVIDIA,Ampere A800,A800,USA,2.18E+14,fp16,300,GPU,training,Card,8/1/23,,https://www.tomshardware.com/news/nvidia-a800-performance-revealed,shilov2023nvidias
NVIDIA,Ampere A30,A30,USA,1.65E+14,fp16,165,GPU,inference,Card,6/29/21,,https://www.nextplatform.com/2021/04/15/nvidia-rounds-out-ampere-lineup-with-two-new-accelerators/,morgan2021nvidia
NVIDIA,Ampere A40,A40,USA,1.50E+14,fp16,300,GPU,inference,Card,6/29/21,,https://www.nextplatform.com/2021/04/15/nvidia-rounds-out-ampere-lineup-with-two-new-accelerators/,morgan2021nvidia
NVIDIA,Broadwell,B100,USA,3.50E+15,fp16,700,GPU,training,Card,6/6/25,,https://www.nextplatform.com/2024/03/19/how-nvidia-blackwell-systems-attack-1-trillion-parameter-ai-models/,morgan2024how
NVIDIA,Broadwell,B200,USA,4.50E+15,fp16,1000,GPU,training,Card,6/6/25,,https://www.nextplatform.com/2024/03/19/how-nvidia-blackwell-systems-attack-1-trillion-parameter-ai-models/,morgan2024how
NVIDIA,DGX Station,DGX-Station,USA,4.80E+14,fp16,1500,GPU,training,System,6/9/20,,"https://www.tomshardware.com/news/nvidia-volta-v100-dgx-1-hgx-1,34380.html",alcorn2017nvidia
NVIDIA,DGX-1,DGX-1,USA,9.00E+14,fp16,3500,GPU,training,System,6/9/20,,"https://www.tomshardware.com/news/nvidia-volta-v100-dgx-1-hgx-1,34380.html;https://www.anandtech.com/show/12587/nvidias-dgx2-sixteen-v100-gpus-30-tb-of-nvme-only-400k",alcorn2017nvidia;cutress2018nvidias
NVIDIA,DGX-2,DGX-2,USA,1.92E+15,fp16,10000,GPU,training,System,6/9/20,,https://www.anandtech.com/show/12587/nvidias-dgx2-sixteen-v100-gpus-30-tb-of-nvme-only-400k,cutress2018nvidias
NVIDIA,DGX-A100,DGX-A100,USA,5.00E+15,fp16,6500,GPU,training,System,6/14/20,,https://devblogs.nvidia.com/defining-ai-innovation-with-dgx-a100/,campa2020defining
NVIDIA,DGX-H100,DGX-H100,USA,1.60E+16,fp16,10200,GPU,training,System,8/4/23,,https://wccftech.com/nvidia-unveils-hopper-gh100-powered-dgx-h100-dgx-pod-h100-h100-pcie-accelerators/,mujtaba2022nvidia
NVIDIA,HGX-B200,HGX-B200,USA,3.50E+16,fp16,14300,GPU,training,System,6/23/25,,https://www.nvidia.com/en-us/data-center/hgx/,nvidia2025hgx
NVIDIA,Hopper H100 PCIe,H100,USA,8.00E+14,fp16,350,GPU,training,Card,5/28/25,,https://www.nextplatform.com/2023/03/21/nvidias-four-workhorses-of-the-ai-inference-revolution/,morgan2023nvidias
NVIDIA,Hopper H100 SXM,H100SXM,USA,1.00E+15,fp16,700,GPU,training,Card,7/5/22,,https://www.anandtech.com/show/17327/nvidia-hopper-gpu-architecture-and-h100-accelerator-announced,smith2022nvidia
NVIDIA,Hopper H100 NVL,H100NVL,USA,1.00E+15,fp16,400,GPU,training,Card,5/28/25,,https://www.nextplatform.com/2023/03/21/nvidias-four-workhorses-of-the-ai-inference-revolution/,morgan2023nvidias
NVIDIA,H800 SXM,H800SXM,USA,9.89E+14,fp16,700,GPU,training,Card,7/11/25,,https://www.nextplatform.com/2025/04/23/the-separate-but-equal-ai-realms-of-china-and-the-us/,morgan2025separate
NVIDIA,H800 SXM PCIe,H800,USA,7.57E+14,fp16,350,GPU,training,Card,7/11/25,,https://www.nextplatform.com/2025/04/23/the-separate-but-equal-ai-realms-of-china-and-the-us/,morgan2025separate
NVIDIA,Hopper H200 SMX,H200SXM,USA,1.67E+15,fp16,600,GPU,training,Card,6/6/25,,https://www.nvidia.com/en-us/data-center/h200/,nvidia2025h200
NVIDIA,Hopper H200 NVL,H200NVL,USA,1.98E+15,fp16,700,GPU,training,Card,6/6/25,,https://www.nvidia.com/en-us/data-center/h200/,nvidia2025h200
NVIDIA,H20,H20,USA,1.48E+14,fp16,275,GPU,training,Card,7/11/25,,https://www.nextplatform.com/2025/04/23/the-separate-but-equal-ai-realms-of-china-and-the-us/,morgan2025separate
NVIDIA,Jetson AGX Xavier,XavierAGX,USA,1.10E+13,fp16,30,GPU,training,System,6/29/21,,https://www.anandtech.com/show/15070/nvidia-gives-jetson-xavier-a-trim-announces-nanosized-jetson-xavier-nx,smith2019nvidia
NVIDIA,Jetson AGX Xavier,XavierAGX,USA,3.20E+13,int8,30,GPU,inference,System,6/29/21,,https://www.anandtech.com/show/15070/nvidia-gives-jetson-xavier-a-trim-announces-nanosized-jetson-xavier-nx,smith2019nvidia
NVIDIA,Jetson NX Orin,OrinNX,USA,5.00E+13,int8,25,GPU,inference,System,7/10/22,,https://www.hothardware.com/news/nvidia-jetson-agx-orin;﻿https://www.nvidia.com/en-us/autonomous-machines/embedded-systems/jetson-orin/,"funk2022nvidia,nvidia2022embedded"
NVIDIA,Jetson AGX Orin,OrinAGX,USA,1.38E+14,int8,60,GPU,inference,System,7/10/22,,https://www.hothardware.com/news/nvidia-jetson-agx-orin;﻿https://www.nvidia.com/en-us/autonomous-machines/embedded-systems/jetson-orin/,"funk2022nvidia,nvidia2022embedded"
NVIDIA,Jetson TX1,Jetson1,USA,4.08E+11,fp16,11.7,GPU,inference,System,6/9/20,,https://devblogs.nvidia.com/jetson-tx2-delivers-twice-intelligence-edge/,franklin2017nvidia
NVIDIA,Jetson TX2,Jetson2,USA,5.80E+11,fp16,12.8,GPU,inference,System,6/9/20,,https://devblogs.nvidia.com/jetson-tx2-delivers-twice-intelligence-edge/,franklin2017nvidia
NVIDIA,Jetson Xavier NX,XavierNX,USA,6.00E+12,fp16,15,GPU,inference,System,6/29/21,,https://www.anandtech.com/show/15070/nvidia-gives-jetson-xavier-a-trim-announces-nanosized-jetson-xavier-nx,smith2019nvidia
NVIDIA,Jetson Xavier NX,XavierNX,USA,2.10E+13,int8,15,GPU,inference,System,6/29/21,,https://www.anandtech.com/show/15070/nvidia-gives-jetson-xavier-a-trim-announces-nanosized-jetson-xavier-nx,smith2019nvidia
NVIDIA,DRIVE AGX L2,AGX-L2,USA,2.00E+14,int8,45,GPU,inference,System,7/9/22,,https://hothardware.com/news/nvidia-drive-agx-pegasus-orin-ampere-next-gen-autonomous-cars,hill2020nvidia
NVIDIA,DRIVE AGX L5,AGX-L5,USA,2.00E+15,int8,800,GPU,inference,System,7/9/22,,https://hothardware.com/news/nvidia-drive-agx-pegasus-orin-ampere-next-gen-autonomous-cars,hill2020nvidia
NVIDIA,L4,L4,USA,2.43E+14,int8,72,GPU,inference,Card,5/28/25,,https://www.nextplatform.com/2023/03/21/nvidias-four-workhorses-of-the-ai-inference-revolution/,morgan2023nvidias
NVIDIA,L40,L40,USA,9.05E+13,fp16,300,GPU,training,Card,7/31/23,,https://www.techpowerup.com/gpu-specs/l40.c3959,techpowerup2023nvidia
NVIDIA,L40S,L40S,USA,7.33E+14,int8,350,GPU,inference,Card,5/28/25,,https://www.servethehome.com/nvidia-l40s-gpu-for-data-center-visualization-launched/,robinson2023nvidia
NVIDIA,Pascal P100,P100,USA,2.12E+13,fp16,300,GPU,training,Card,6/29/21,,https://www.nvidia.com/en-us/data-center/tesla-p100/;https://www.anandtech.com/show/12809/16gb-nvidia-tesla-v100-gets-reprieve-remains-in-production,pascal2018nvidia;smith201816gb
NVIDIA,T4,T4,USA,1.31E+14,int8,150,GPU,inference,Card,6/9/20,,https://devblogs.nvidia.com/nvidia-turing-architecture-in-depth/,kilgariff2018nvidia
NVIDIA,Volta V100,V100,USA,1.25E+14,fp16,300,GPU,training,Card,6/9/20,,https://www.nvidia.com/en-us/data-center/tesla-v100/;https://www.anandtech.com/show/12809/16gb-nvidia-tesla-v100-gets-reprieve-remains-in-production,volta2019nvidia;smith201816gb
Perceive,Ergo,Perceive,USA,4.00E+12,int8,7.27E-02,tensor,inference,Chip,6/2/20,concurrent low-power video and audio processing,https://www.forbes.com/sites/tiriasresearch/2020/04/06/perceive-exits-stealth-with-super-efficient-machine-learning-chip-for-smarter-devices/#1b25ab646d9c,mcgregor2020perceive
PEZY Computing,PEZY-SC2,PEZY-SC2,Japan,8.19E+12,fp32,546.13,manycore,training,System,6/2/20,,https://fuse.wikichip.org/news/191/the-2048-core-pezy-sc2-sets-a-green500-record/,schor2017pezy
Preferred Networks,MN-Core1,MN-C1,Japan,5.24E+14,fp16,500,manycore,training,Card,7/5/25,,https://projects.preferred.jp/mn-core/en/;https://www.anandtech.com/show/15177/preferred-networks-a-500-w-custom-pcie-card-using-3000-mm2-silicon;https://doi.org/10.23919/VLSICircuits52068.2021.9492395,preferred2020mncore;cutress2019preferred;namura2021mn-core
Preferred Networks,MN-Core2,MN-C2,Japan,3.93E+14,fp16,330,manycore,training,Card,7/5/25,,https://projects.preferred.jp/mn-core/en/;https://doi.org/10.1109/HCS61935.2024.10664802,preferred2020mncore;makino2024mn-core2
Quadric,q1-64,Quadric,USA,6.24E+12,int8,12,manycore,inference,Chip,6/13/20,no peak; https://quadric.io/products/,https://quadric.io/supercomputing.pdf,firu2019quadric
Qualcomm,Cloud AI 100,Qcomm,USA,4.00E+14,int8,75,GPU,inference,Card,7/1/21,,https://www.eetimes.com/qualcomm-cloud-ai-100-promises-impressive-performance-per-watt-for-near-edge-ai/;https://www.eetimes.com/qualcomm-targets-ai-inferencing-in-the-cloud/#,ward2020qualcomm;mcgrath2019qualcomm
Qualcomm,QRB5165,RB5,USA,1.50E+13,int8,30,GPU,inference,System,8/2/23,30W is 12V @ 2.5A,https://www.therobotreport.com/qualcomm-robotics-rb5-platform-puts-5g-ai-in-developers-hands/,crowe2020qualcomm
Qualcomm,QRB5165N,RB6,USA,2.00E+14,int8,30,GPU,inference,System,8/2/23,,https://www.qualcomm.com/products/internet-of-things/industrial/industrial-automation/robotics-rb6-platform,qualcomm2023robotics
Rebellions,ATOM Max,ATOM-Max,S. Korea,5.12E+14,int8,350,tensor,inference,Card,9/18/25,,https://chipsandcheese.com/p/rebellions-from-high-frequency-trading;https://www.eetimes.com/rebellions-builds-chiplet-roadmap-merges-with-sapeon/;https://doi.org/10.3390/systems13090797,cozma2024rebellions;ward2024rebellions;hong2025performance
Rockchip,RK3399Pro,RK3399Pro,China,2.40E+12,int8,3,GPU,inference,Chip,6/9/20,,https://www.rock-chips.com/a/en/News/Press_Releases/2018/0108/869.html,rockchip2018rockchip
SiMa.ai,SiMa.ai,SiMa.ai,USA,9.12E+12,int8,4,tensor,inference,Chip,6/14/20,no peak,https://www.linleygroup.com/uploads/sima-machine-learning-moves-to-the-edge-wp.pdf,gwennap2020machine
Stanford,EIE,EIE,USA,1.02E+11,int16,0.6,dataflow,inference,Chip,6/15/20,,http://ieeexplore.ieee.org/document/7551397/,han2016eie
Stanford,TETRIS,Tetris,USA,1.28E+11,int16,8.42,dataflow,inference,Chip,6/15/20,,https://dl.acm.org/doi/10.1145/3093337.3037702,gao2017tetris
Syntiant,NDP101,Syntiant1,USA,2.00E+11,int4,1.00E-02,manycore,inference,Chip,6/2/20,"4-bit weights, 8-bit activations",https://www.eetimes.com/tech-heavyweights-back-ai-chip-startup/;https://www.eetimes.com/document.asp?doc_id=1334301,mcgrath2018tech;merritt2018syntiant
Syntiant,NDP200,Syntiant2,USA,6.20E+09,int8,1.00E-02,manycore,inference,Chip,6/22/25,,https://www.hackster.io/news/syntiant-s-ndp200-promises-6-4gop-s-of-edge-ai-compute-in-a-tiny-1mw-power-envelope-96590283ffbc,halfacree2021syntiant
Syntiant,NDP250,Syntiant3,USA,3.00E+10,int8,1.00E-01,manycore,inference,Chip,6/22/25,,https://www.eetimes.com/syntiant-pitches-latest-low-power-ai-chip-as-llm-companion/,ward2024syntiant
Tachyum,Prodigy,Tachyum,USA,1.20E+16,fp16,9.50E+02,manycore,training,Chip,7/6/22,,﻿https://www.tomshardware.com/news/tachyum-teases-128-core-cpu-57-ghz-950w-16-ddr5-channels,shilov2022tachyum
Tenstorrent,Greyskull,Greyskull,USA,3.68E+14,int8,75,manycore,inference,Card,6/13/20,,https://www.tenstorrent.com/wp-content/uploads/2020/04/Tenstorrent-Scales-AI-Performance.pdf,gwennap2020tenstorrent
Tenstorrent,Wormhole n300,Wormhole,USA,4.30E+14,fp8,160,manycore,inference,Card,6/25/25,,https://doi.org/10.1109/ISSCC42614.2022.9731633;https://www.anandtech.com/show/21482/tenstorrent-launches-wormhole-ai-processors-466-fp8-tflops-at-300w,Ignjatovic2022wormhole;shilov2024tenstorrent
Tenstorrent,Blackhole,Blackhole,USA,7.74E+14,fp8,300,manycore,inference,Card,6/25/25,,https://www.theregister.com/2024/08/27/tenstorrent_ai_blackhole/;https://tenstorrent.com/en/hardware/blackhole,mann2024tenstorrent;tenstorrent2025blackhole
Tesla,Full Self-Driving Comp.,TeslaFSD,USA,7.20E+13,int8,72,tensor,inference,System,6/9/20,,https://doi.org/10.1109/MM.2020.2975764;https://en.wikichip.org/wiki/tesla_(car_company)/fsd_chip,talpes2020compute;wikichip2020fsd
Tesla,Dojo D1,DojoD1,USA,3.60E+14,fp16,600,manycore,training,Chip,6/23/25,,https://doi.org/10.1109/MM.2023.3258906;https://www.nextplatform.com/2022/08/23/inside-teslas-innovative-and-homegrown-dojo-ai-supercomputer/,talpes2023microarchitecture;morgan2022inside
Texas Instruments,TDA4VM,TexInst,USA,8.00E+12,int8,20,manycore,inference,Chip,6/29/21,Includes onboard C7x DSP,https://www.eetimes.com/tis-first-automotive-soc-with-an-ai-accelerator-launches/;https://www.ti.com/lit/gpn/tda4vm;https://www.linleygroup.com/newsletters/newsletter_detail.php?num=6130&year=2020&tag=3,ward2020ti;ti2021tda4vm;demler2020ti
Toshiba,2015,Toshiba,Japan,2.00E+13,int8,10,manycore,inference,System,6/13/20,,https://www.eetimes.com/samsung-toshiba-detail-ai-chips/,merritt2019samsung
Tsinghua,Tianjic,Tianjic,China,1.21E+12,int8,0.95,neuromorphic,inference,Chip,6/13/20,ANN/SNN research chip,http://www.nature.com/articles/s41586-019-1424-8,pei2019towards
Untether,TsunAImi,TsunAImi,Canada,2.00E+15,int8,400,manycore,inference,Card,9/2/21,,https://www.linleygroup.com/newsletters/hewsletter_detail.php?num=6230,gwennap2020untether
XMOS,xcore.ai,xcore.ai,UK,5.12E+10,int8,1,manycore,inference,Chip,6/5/20,,https://www.eetimes.com/xmos-adapts-xcore-into-aiot-crossover-processor/#,ward2020xmos
